Date,Ticker,Sector,Price,DailyReturn,MA20,MA50,Volatility20,CumulativeReturnPct,TrendSignal
2020-01-03,AAPL,Technology,71.63064575195312,-0.0097219211797979,,,,-0.9721921179797866,Neutral
2020-01-06,AAPL,Technology,72.20140838623047,0.0079681347038782,,,,-0.18312520534606858,Neutral
2020-01-07,AAPL,Technology,71.8618392944336,-0.0047030812748194,,,,-0.6525720801037971,Neutral
2020-01-08,AAPL,Technology,73.01782989501953,0.0160862929746286,,,,0.9455597516914604,Neutral
2020-01-09,AAPL,Technology,74.56880187988281,0.0212410035616392,,,,3.089744745908818,Neutral
2020-01-10,AAPL,Technology,74.73735809326172,0.0022604119836928,,,,3.3227700403283045,Neutral
2020-01-13,AAPL,Technology,76.33409118652344,0.0213645910692912,,,,5.53021877038633,Neutral
2020-01-14,AAPL,Technology,75.30333709716797,-0.0135031946189915,,,,4.105223688145054,Neutral
2020-01-15,AAPL,Technology,74.98062896728516,-0.0042854426154634,,,,3.659086726059524,Neutral
2020-01-16,AAPL,Technology,75.91986846923828,0.0125264286908413,,,,4.957564884091248,Neutral
2020-01-17,AAPL,Technology,76.76036834716797,0.0110708816397679,,,,6.119537662121299,Neutral
2020-01-21,AAPL,Technology,76.24018096923828,-0.0067767702152888,,,,5.400389940032424,Neutral
2020-01-22,AAPL,Technology,76.51231384277344,0.0035694153670091,,,,5.776607711573134,Neutral
2020-01-23,AAPL,Technology,76.88077545166016,0.0048157164563586,,,,6.285997862027548,Neutral
2020-01-24,AAPL,Technology,76.65921020507812,-0.0028819330356695,,,,5.979688733559874,Neutral
2020-01-27,AAPL,Technology,74.40502166748047,-0.0294053190943041,,,,2.8633221688345145,Neutral
2020-01-28,AAPL,Technology,76.50989532470703,0.0282894031888512,,,,5.773264163013381,Neutral
2020-01-29,AAPL,Technology,78.1114273071289,0.0209323509805494,,,,7.9873472528319445,Neutral
2020-01-30,AAPL,Technology,77.99822998046875,-0.0014491775475445,,,,7.830854413774246,Neutral
2020-01-31,AAPL,Technology,74.5398941040039,-0.044338645599148,75.25865631103515,,28.064713070495785,3.0497803752685737,Below MA20 (Bearish)
2020-02-03,AAPL,Technology,74.3351821899414,-0.0027463402856042,75.39388313293458,,27.79768779880389,2.7667706120013014,Below MA20 (Bearish)
2020-02-04,AAPL,Technology,76.7892837524414,0.033013998085446,75.62327690124512,,29.856153128553554,6.159512580233373,Above MA20 (Bullish)
2020-02-05,AAPL,Technology,77.41542053222656,0.0081539604120248,75.90095596313476,,29.750300858492412,7.025133043172449,Above MA20 (Bullish)
2020-02-06,AAPL,Technology,78.32096099853516,0.0116971587841681,76.16611251831054,,29.551918614736035,8.277023018275154,Above MA20 (Bullish)
2020-02-07,AAPL,Technology,77.25635528564453,-0.0135928581482872,76.30049018859863,,29.39241574022777,6.805228803668917,Above MA20 (Bullish)
2020-02-10,AAPL,Technology,77.62330627441406,0.0047497838516039,76.44478759765624,,29.409340700604385,7.3125305547074415,Above MA20 (Bullish)
2020-02-11,AAPL,Technology,77.15496826171875,-0.0060334715844188,76.48583145141602,,28.621552174628324,6.665063450953546,Above MA20 (Bullish)
2020-02-12,AAPL,Technology,78.98722076416016,0.0237476930354787,76.67002563476562,,29.219590591370903,9.19811263539665,Above MA20 (Bullish)
2020-02-13,AAPL,Technology,78.42476654052734,-0.0071208255992724,76.84223251342773,,29.324744955861142,8.420531919550278,Above MA20 (Bullish)
2020-02-14,AAPL,Technology,78.4440689086914,0.0002461259244437,76.96844253540038,,29.085929740777438,8.447217023197663,Above MA20 (Bullish)
2020-02-18,AAPL,Technology,77.0077133178711,-0.0183105696938314,76.98080978393554,,29.706645777722713,6.46148669779234,Above MA20 (Bullish)
2020-02-19,AAPL,Technology,78.12299346923828,0.0144827070343402,77.07495040893555,,29.98943476009303,8.003337220076778,Above MA20 (Bullish)
2020-02-20,AAPL,Technology,77.321533203125,-0.0102589548930798,77.11541137695312,,30.25672615075895,6.8953358552339195,Above MA20 (Bullish)
2020-02-21,AAPL,Technology,75.57135772705078,-0.0226350332639742,77.04994049072266,,31.312031716767493,4.475756372386996,Below MA20 (Bearish)
2020-02-24,AAPL,Technology,71.981689453125,-0.047500380857136,76.816064453125,,35.46024559824367,-0.4868818456387425,Below MA20 (Bearish)
2020-02-25,AAPL,Technology,69.54351806640625,-0.0338721056041134,76.57298927307129,,35.93527249151257,-3.8576006927578788,Below MA20 (Bearish)
2020-02-26,AAPL,Technology,70.646728515625,0.0158635985048283,76.27983093261719,,34.74543955089298,-2.332436270856908,Below MA20 (Bearish)
2020-02-27,AAPL,Technology,66.02867126464844,-0.0653683100124754,75.67569313049316,,39.75756772543312,-8.71679985486673,Below MA20 (Bearish)
2020-02-28,AAPL,Technology,65.99005126953125,-0.0005848973540962,75.07528419494629,,39.7778171925693,-8.770191157105046,Below MA20 (Bearish)
2020-03-02,AAPL,Technology,72.13377380371094,0.0931007389142057,74.95497817993164,,51.36423819704721,-0.2766285428297821,Below MA20 (Bearish)
2020-03-03,AAPL,Technology,69.84288024902344,-0.0317589588605392,74.73036308288575,,52.503722948054765,-3.443738994372314,Below MA20 (Bearish)
2020-03-04,AAPL,Technology,73.0824966430664,0.0463843470156468,74.54502372741699,,53.90243784611355,1.0349601226461003,Below MA20 (Bearish)
2020-03-05,AAPL,Technology,70.7119369506836,-0.0324367639485633,74.20984954833985,,54.81322375476634,-2.242287029404677,Below MA20 (Bearish)
2020-03-06,AAPL,Technology,69.77288055419922,-0.0132800264987692,73.78244552612304,,54.58350097541091,-3.5405120481132646,Below MA20 (Bearish)
2020-03-09,AAPL,Technology,64.25436401367188,-0.0790925714503156,73.13234596252441,,60.54414616341381,-11.169740991008714,Below MA20 (Bearish)
2020-03-10,AAPL,Technology,68.88208770751953,0.0720219360176528,72.69528503417969,,66.87274950153954,-4.772013760231619,Below MA20 (Bearish)
2020-03-11,AAPL,Technology,66.48977661132812,-0.0347305253921659,72.16202545166016,,67.69549227228964,-8.079331754376717,Below MA20 (Bearish)
2020-03-12,AAPL,Technology,59.92359161376953,-0.0987548061101454,71.20884399414062,,74.08671734559414,-17.156939524488244,Below MA20 (Bearish)
2020-03-13,AAPL,Technology,67.10292053222656,0.11980805430907,70.64275169372559,,87.78384823121692,-7.231673635908564,Below MA20 (Bearish)
2020-03-16,AAPL,Technology,58.4703483581543,-0.1286467430270255,69.64406566619873,73.45611946105957,97.84843898515712,-19.166016678717067,Below MA20 (Bearish)
2020-03-17,AAPL,Technology,61.041290283203125,0.0439700121042683,68.84574451446534,73.24433235168458,99.8582006058072,-15.611745453644033,Below MA20 (Bearish)
2020-03-18,AAPL,Technology,59.547000885009766,-0.0244799772622851,67.91694488525391,72.99124420166015,99.5659085968567,-17.677568006142753,Below MA20 (Bearish)
2020-03-19,AAPL,Technology,59.09075546264648,-0.007661937890782,67.00540599822997,72.73582252502442,99.57485855447507,-18.308317367097803,Below MA20 (Bearish)
2020-03-20,AAPL,Technology,55.339351654052734,-0.0634854602758488,65.99380569458008,72.38225296020508,101.22382942468693,-23.49455143975616,Below MA20 (Bearish)
2020-03-23,AAPL,Technology,54.16370391845703,-0.0212443351874651,65.10290641784668,71.97415100097656,100.48132538606787,-25.11985883263734,Below MA20 (Bearish)
2020-03-24,AAPL,Technology,59.597694396972656,0.1003253117012907,64.605615234375,71.67135772705078,107.67818326568137,-17.607485329785032,Below MA20 (Bearish)
2020-03-25,AAPL,Technology,59.26939392089844,-0.0055086103480355,64.03674850463867,71.33006378173827,107.3825591268748,-18.061353588698047,Below MA20 (Bearish)
2020-03-26,AAPL,Technology,62.38832092285156,0.0526228934636261,63.85473098754883,71.07176345825195,106.98084621589699,-13.749504928042377,Below MA20 (Bearish)
2020-03-27,AAPL,Technology,59.80531311035156,-0.0414021049820223,63.545494079589844,70.76825714111328,107.95315709772754,-17.320456979762966,Below MA20 (Bearish)
2020-03-30,AAPL,Technology,61.51203155517578,0.0285379066852307,63.01440696716308,70.48010040283204,102.65567099771498,-14.96095589627392,Below MA20 (Bearish)
2020-03-31,AAPL,Technology,61.38650131225586,-0.0020407429204695,62.59158802032471,70.1726230621338,102.20536535826146,-15.134498723492095,Below MA20 (Bearish)
2020-04-01,AAPL,Technology,58.15651321411133,-0.0526172371628493,61.845288848876955,69.81094970703126,101.71427524258154,-19.599886931102194,Below MA20 (Bearish)
2020-04-02,AAPL,Technology,59.12696075439453,0.0166868246848013,61.2660400390625,69.46324264526368,101.73360062621934,-18.258264339683294,Below MA20 (Bearish)
2020-04-03,AAPL,Technology,58.27721786499024,-0.0143714961594932,60.69125690460205,69.09117149353027,101.74334728061638,-19.433015379795837,Below MA20 (Bearish)
2020-04-06,AAPL,Technology,63.36118316650391,0.0872376116734261,60.64659786224365,68.8252109527588,103.23233609528337,-12.404544061799571,Above MA20 (Bullish)
2020-04-07,AAPL,Technology,62.6273078918457,-0.0115824111543134,60.33385887145996,68.5896566772461,99.84738428021876,-13.419110647725352,Above MA20 (Bullish)
2020-04-08,AAPL,Technology,64.23023223876953,0.0255946551253967,60.220881652832034,68.34406341552734,99.58989285986398,-11.203102644303753,Above MA20 (Bullish)
2020-04-09,AAPL,Technology,64.69371795654297,0.0072160056350174,60.459387969970706,68.07570922851562,92.48184546052029,-10.562343732612977,Above MA20 (Bullish)
2020-04-13,AAPL,Technology,65.96351623535156,0.0196278451589622,60.402417755126955,67.83501495361328,82.33114286358713,-8.806875264016224,Above MA20 (Bullish)
2020-04-14,AAPL,Technology,69.29486846923828,0.0505029510858816,60.943643760681155,67.73011444091797,68.46863823242425,-4.20135334610613,Above MA20 (Bullish)
2020-04-15,AAPL,Technology,68.66241455078125,-0.0091269950059548,61.32469997406006,67.61665908813477,67.49982792754663,-5.075707115693451,Above MA20 (Bullish)
2020-04-16,AAPL,Technology,69.20796966552734,0.0079454694146039,61.80774841308594,67.46503280639648,66.48428027881803,-4.321489049878291,Above MA20 (Bullish)
2020-04-17,AAPL,Technology,68.26890563964844,-0.0135687267003681,62.266655921936035,67.28210250854492,66.70580267667081,-5.619724616058674,Above MA20 (Bullish)
2020-04-20,AAPL,Technology,66.85186767578125,-0.0207567112815152,62.84228172302246,67.05272064208984,62.19888466477194,-7.578748742873042,Above MA20 (Bullish)
2020-04-21,AAPL,Technology,64.78546905517578,-0.0309101105540851,63.373369979858396,66.80330291748047,62.93731449749983,-10.435499836777717,Above MA20 (Bullish)
2020-04-22,AAPL,Technology,66.6515121459961,0.0288034202427562,63.72606086730957,66.5838670349121,53.72783406071887,-7.85573589974401,Above MA20 (Bullish)
2020-04-23,AAPL,Technology,66.39321899414062,-0.0038752781975852,64.08225212097167,66.36863204956055,53.68395871368281,-8.212820557444257,Above MA20 (Bullish)
2020-04-24,AAPL,Technology,68.30995178222656,0.0288694058990435,64.37833366394042,66.15508666992187,51.58214815784987,-5.562979217788766,Above MA20 (Bullish)
2020-04-27,AAPL,Technology,68.35823822021484,0.0007068726697716,64.8059799194336,65.95375610351563,48.635347733933145,-5.496224268783168,Above MA20 (Bullish)
2020-04-28,AAPL,Technology,67.25019073486328,-0.0162094213397075,65.09288787841797,65.72987854003907,48.61838731115368,-7.028075787803689,Above MA20 (Bullish)
2020-04-29,AAPL,Technology,69.45901489257812,0.0328448757331145,65.49651355743408,65.5789045715332,49.525757114417026,-3.974424490385553,Above MA20 (Bullish)
2020-04-30,AAPL,Technology,70.9243392944336,0.0210962450895921,66.1349048614502,65.43493148803711,44.48085669752336,-1.9486454145655863,Above MA20 (Bullish)
2020-05-01,AAPL,Technology,69.78251647949219,-0.0160991674550716,66.66768264770508,65.28415115356445,45.37354850043967,-3.527190591233098,Above MA20 (Bullish)
2020-05-04,AAPL,Technology,70.76984405517578,0.0141486381617341,67.29231395721436,65.18812088012696,44.57268351272744,-2.162231718462515,Above MA20 (Bullish)
2020-05-05,AAPL,Technology,71.83203125,0.015009036815117,67.71585636138916,65.18512771606446,34.15528300387752,-0.6937810524160315,Above MA20 (Bullish)
2020-05-06,AAPL,Technology,72.57313537597656,0.0103171818070586,68.2131477355957,65.24572006225586,33.49477147394836,0.3307792630377726,Above MA20 (Bullish)
2020-05-07,AAPL,Technology,73.32389068603516,0.0103448101858791,68.66783065795899,65.29926330566406,32.839567085123605,1.3686821303152463,Above MA20 (Bullish)
2020-05-08,AAPL,Technology,75.06912994384766,0.023801781949698,69.18660125732421,65.48007247924805,33.38762539173384,3.78143739890926,Above MA20 (Bullish)
2020-05-11,AAPL,Technology,76.25037384033203,0.0157354147752606,69.70094413757325,65.68527893066407,33.23100338077561,5.414481362353851,Above MA20 (Bullish)
2020-05-12,AAPL,Technology,75.37898254394531,-0.0114280265459604,70.0051498413086,65.75018310546875,29.677731920443364,4.209801871016228,Above MA20 (Bullish)
2020-05-13,AAPL,Technology,74.46881103515625,-0.0120746059189434,70.29546966552735,65.8427017211914,29.873490510726263,2.951509580532541,Above MA20 (Bullish)
2020-05-14,AAPL,Technology,74.92632293701172,0.006143671363834,70.58138732910156,65.87957824707031,29.850646499932527,3.5840098218059557,Above MA20 (Bullish)
2020-05-15,AAPL,Technology,74.48335266113281,-0.0059120781390979,70.89210968017578,65.95500656127929,29.367852684523704,2.9716130617783554,Above MA20 (Bullish)
2020-05-18,AAPL,Technology,76.23827362060547,0.0235612508939653,71.36142997741699,66.08431442260742,28.507934741667786,5.397753072083233,Above MA20 (Bullish)
2020-05-19,AAPL,Technology,75.7977294921875,-0.0057785165835509,71.91204299926758,66.31518173217773,25.32321058975543,4.788710408087193,Above MA20 (Bullish)
2020-05-20,AAPL,Technology,77.2718505859375,0.0194480903798304,72.44305992126465,66.48297698974609,24.508512830322008,6.826650718889549,Above MA20 (Bullish)
2020-05-21,AAPL,Technology,76.69576263427734,-0.0074553404285233,72.95818710327148,66.68709671020508,24.761171764190316,6.0302216709412715,Above MA20 (Bullish)
2020-05-22,AAPL,Technology,77.18954467773438,0.0064381919743288,73.40216674804688,67.03241577148438,23.419870710513838,6.712864593139423,Above MA20 (Bullish)
2020-05-26,AAPL,Technology,76.66670227050781,-0.00677348738627,73.81758995056153,67.22369140625,23.801343984709806,5.9900463508650414,Above MA20 (Bullish)
2020-05-27,AAPL,Technology,77.00074005126953,0.004357012508287,74.30511741638183,67.5942992401123,22.347492682444127,6.451846308569675,Above MA20 (Bullish)
